region,pv,wind_onshore,wind_offshore,year
DE27,8.32962962962963,78.36,506.4,2003
DE30,8.666666666666675,1688.0,2438.0,2003
DE40,9.142857142857151,643.75,2175.0,2003
DE50,,,,2003
DE60,,,,2003
DE71,126.43160813308687,65.00184842883549,1096.5,2003
DE72,2.8211402623612516,25.28582240161453,356.5,2003
DE73,2.511363636363637,140.5,466.5,2003
DE80,2.0833333333333353,568.5,973.0,2003
DE91,1.4454545454545453,1979.0,1631.9999999999998,2003
DE92,1.4999999999999978,615.6666666666666,1120.0,2003
DE93,,,,2003
DE94,12.404411764705886,173.37499999999994,1872.5,2003
DEA1,27.848000000000024,148.26666666666665,4407.0,2003
DEA2,52.666666666666785,543.9,4907.0,2003
DEA3,9.148255813953492,58.61918604651162,1417.5,2003
DEA4,2.098850574712644,153.99999999999991,1106.0,2003
DEA5,11.563218390804597,551.5,1792.0,2003
DEB1,5.919811320754716,139.37499999999997,499.5,2003
DEB2,2.1157718120805367,53.74999999999999,200.0,2003
DEB3,118.12605042016806,166.67857142857142,1588.5,2003
DEC0,0.8211009174311928,74.25,1111.0,2003
DED2,1.3345454545454545,1762.0,1184.0,2003
DED4,27.105263157894733,485.0,322.00000000000006,2003
DED5,,,,2003
DEE0,,,,2003
DEF0,3.7366946778711485,824.3333333333334,1101.3333333333333,2003
DEG0,6.060975609756096,214.75,438.74999999999994,2003
DE11,187.04,1328.0,4795.0,2004
DE12,,,,2004
DE13,,,,2004
DE14,46.57603686635946,329.5714285714285,848.7142857142859,2004
DE21,183.60416666666669,1090.9999999999998,1115.5,2004
DE22,0.0,229.66666666666666,1331.3333333333333,2004
DE23,,,,2004
DE24,1.8698742482230726,138.2289958082741,292.6260251503554,2004
DE25,,,,2004
DE26,,,,2004
DE27,54.77450980392156,109.55555555555556,1073.4999999999998,2004
DE30,,,,2004
DE40,155.3846153846154,961.4999999999999,795.0,2004
DE50,,,,2004
DE60,,,,2004
DE71,111.8108108108108,4067.0,4160.999999999999,2004
DE72,185.46666666666667,278.66666666666663,265.6666666666667,2004
DE73,,,,2004
DE80,80.36363636363636,578.0,429.0,2004
DE91,,,,2004
DE92,,,,2004
DE93,,,,2004
DE94,36.933774834437095,3399.0,379.5165562913907,2004
DEA1,0.0,4404.5,8809.0,2004
DEA2,14.172413793103445,1680.0,3552.0,2004
DEA3,,,,2004
DEA4,,,,2004
DEA5,,,,2004
DEB1,14.874999999999996,509.3333333333334,581.3333333333333,2004
DEB2,42.04545454545454,143.43181818181816,66.63636363636364,2004
DEB3,,,,2004
DEC0,156.39162561576353,90.41379310344828,242.4310344827586,2004
DED2,,,,2004
DED4,,,,2004
DED5,,,,2004
DEE0,,,,2004
DEF0,8.32904148783977,975.3333333333334,3791.0,2004
DEG0,,,,2004
DE11,16.314371058745436,210.1145038167939,442.4809160305344,2005
DE12,12.86696319359502,82.44245524296674,266.3017902813299,2005
DE13,8.436510791366905,173.425,250.55,2005
DE14,6.858437286662948,113.13821138211387,193.94308943089425,2005
DE21,21.162394662921347,3385.296875,176.40624999999997,2005
DE22,4.021176470588236,388.75,391.75000000000006,2005
DE23,3.434389140271493,16.863235294117647,1441.0,2005
DE24,8.42106948447006,8.843099583733592,1166.0,2005
DE25,5.610655737704917,496.33333333333326,266.0,2005
DE26,3.20467032967033,120.40909090909092,236.49999999999997,2005
DE27,28.0160041300981,145.61073825503357,129.48322147651007,2005
DE30,,,,2005
DE40,65.18682399213372,66.45575221238938,3623.0,2005
DE50,1.7526315789473683,132.4,809.0,2005
DE60,,,,2005
DE71,59.824999999999974,308.05357142857144,493.25,2005
DE72,14.192307692307695,145.33333333333334,159.5,2005
DE73,2.7464212678936604,400.24999999999994,740.5,2005
DE80,21.978021978021978,50.681318681318686,1606.0,2005
DE91,100.52727272727275,479.4,2387.0,2005
DE92,,,,2005
DE93,44.499999999999986,969.3333333333333,3067.0,2005
DE94,53.45833333333333,1930.5,973.75,2005
DEA1,,,,2005
DEA2,72.5115207373272,6950.999999999999,770.4285714285713,2005
DEA3,,,,2005
DEA4,,,,2005
DEA5,33.00000000000007,2183.0,495.35714285714283,2005
DEB1,9.982014388489217,114.63309352517982,140.52517985611513,2005
DEB2,14.936813186813188,25.19230769230769,47.98717948717949,2005
DEB3,9.408166482736876,124.31893425823743,536.54485259341,2005
DEC0,11.002095238095238,45.902222222222235,75.30666666666666,2005
DED2,63.133333333333326,135.33333333333334,1943.0,2005
DED4,14.392291446673706,33.23231256599789,1429.0,2005
DED5,25.12129380053908,45.00471698113208,1774.9999999999998,2005
DEE0,62.534647887323956,114.35830985915493,4420.0,2005
DEF0,27.132352941176467,1647.0,2027.0,2005
DEG0,9.135016465422611,31.15916575192097,2126.0,2005
DE11,124.82758620689656,60.582417582417584,3636.0,2006
DE12,69.14285714285715,47.629629629629626,2429.0,2006
DE13,3.7364016736401675,852.0,1312.0,2006
DE14,31.745714285714282,73.96,1632.5,2006
DE21,173.8850574712644,177.10344827586206,4923.0,2006
DE22,76.07142857142858,36.705882352941174,1063.0,2006
DE23,64.4,19.40740740740741,966.0,2006
DE24,42.44736842105264,656.1666666666666,153.33333333333334,2006
DE25,80.0263157894737,23.80851063829787,1534.5,2006
DE26,44.58333333333333,20.705882352941174,1072.0,2006
DE27,45.131578947368425,116.0625,1727.0,2006
DE30,,,,2006
DE40,212.47058823529412,3600.0,2153.0,2006
DE50,,,,2006
DE60,,,,2006
DE71,107.03225806451611,110.54545454545455,3327.0,2006
DE72,31.34615384615385,69.0,817.9999999999999,2006
DE73,46.06818181818183,260.8,1013.5,2006
DE80,215.75,1726.0,1074.0,2006
DE91,,,,2006
DE92,,,,2006
DE93,,,,2006
DE94,,,,2006
DEA1,70.84926470588239,562.2941176470588,4061.4999999999995,2006
DEA2,12.832,551.9166666666667,1805.6666666666665,2006
DEA3,195.70000000000002,406.49999999999994,1978.0,2006
DEA4,113.46428571428571,1997.0,1597.5,2006
DEA5,108.70909090909092,779.1999999999999,2799.0,2006
DEB1,56.723809523809514,175.39999999999995,657.0,2006
DEB2,1.3756868131868156,60.7142857142857,125.07142857142858,2006
DEB3,66.90277777777779,60.73972602739727,2413.5,2006
DEC0,33.19047619047618,208.9047619047619,115.38095238095238,2006
DED2,137.7777777777778,93.57142857142857,1243.0,2006
DED4,69.6875,560.0,941.9999999999999,2006
DED5,,,,2006
DEE0,,,,2006
DEF0,,,,2006
DEG0,66.27272727272728,127.22222222222223,1464.0,2006
DE11,71.18965517241378,987.75,584.0,2007
DE12,41.61971830985916,38.56716417910447,3199.0,2007
DE13,43.735849056603776,117.08695652173914,2619.0,2007
DE14,148.6190476190476,842.6666666666666,379.6666666666667,2007
DE21,16.85278994477243,606.3435536088365,1463.9141115977907,2007
DE22,47.54195804195803,85.92307692307692,412.49999999999994,2007
DE23,10.07017543859649,122.94444444444443,300.2777777777778,2007
DE24,3.114678899082569,334.665137614679,402.334862385321,2007
DE25,22.382608695652173,70.6,1242.0,2007
DE26,22.751773049645386,541.6666666666666,444.6666666666667,2007
DE27,419.22222222222223,280.3333333333333,543.6666666666667,2007
DE30,,,,2007
DE40,,,,2007
DE50,,,,2007
DE60,,,,2007
DE71,48.19239766081871,72.68888888888888,3956.0,2007
DE72,12.231802686986162,14.183878083015841,1109.0,2007
DE73,12.0,45.12903225806452,1463.0,2007
DE80,,,,2007
DE91,3.5981087470449173,1149.0,2270.0,2007
DE92,18.86292134831461,234.59101123595505,2063.0,2007
DE93,2008.9999999999998,2938.0,306.6666666666667,2007
DE94,74.67999999999999,1448.3199999999997,583.5,2007
DEA1,39.25490196078431,214.0,7631.0,2007
DEA2,156.71901408450705,102.23943661971832,6445.0,2007
DEA3,24.577319587628875,222.47422680412362,1858.0,2007
DEA4,25.55263157894737,81.6923076923077,2182.0,2007
DEA5,49.693333333333335,64.21212121212122,4077.0,2007
DEB1,30.955555555555556,20.413403880070543,1613.0,2007
DEB2,16.857142857142854,7.17948717948718,596.0,2007
DEB3,55.0,64.92307692307692,3952.9999999999995,2007
DEC0,21.78688524590164,58.89344262295071,1310.2131147540986,2007
DED2,,,,2007
DED4,,,,2007
DED5,,,,2007
DEE0,,,,2007
DEF0,,,,2007
DEG0,14.665079365079366,270.14285714285717,1833.0,2007
DE11,42.12654049295772,359.46478873239437,257.8459507042254,2008
DE12,26.9331983805668,527.7948717948718,169.51282051282053,2008
DE13,26.181678921568626,226.97916666666666,131.16666666666669,2008
DE14,3.677443375736891,147.36363636363637,297.25454545454545,2008
DE21,17.326151730460694,919.4000000000001,210.90781572312628,2008
DE22,,,,2008
DE23,,,,2008
DE24,,,,2008
DE25,13.999999999999993,718.0,1488.0,2008
DE26,1.64484126984127,1129.9999999999998,422.75,2008
DE27,4.104026845637583,868.0,268.0,2008
DE30,,,,2008
DE40,,,,2008
DE50,,,,2008
DE60,,,,2008
DE71,,,,2008
DE72,,,,2008
DE73,,,,2008
DE80,,,,2008
DE91,,,,2008
DE92,,,,2008
DE93,,,,2008
DE94,,,,2008
DEA1,104.49999999999997,214.0,3602.5,2008
DEA2,19.815671641791045,277.9,3161.5,2008
DEA3,26.315217391304348,1211.5,1526.9999999999998,2008
DEA4,,,,2008
DEA5,7.830039525691698,605.5,1877.5,2008
DEB1,0.06481481481481507,579.5,754.4999999999999,2008
DEB2,0.3845864661654136,60.375,329.0,2008
DEB3,5.425373134328357,708.0373134328358,783.0,2008
DEC0,1.5753710290690548,230.22580645161295,150.93548387096772,2008
DED2,15.385167464114826,386.2404306220095,148.27870813397135,2008
DED4,0.0,945.9999999999999,976.0,2008
DED5,7.05699481865285,1242.0,1268.0,2008
DEE0,,,,2008
DEF0,,,,2008
DEG0,,,,2008
DE11,5.0679896352678515,45.03436787858456,1430.7242240910616,2009
DE12,4.641077783426537,240.3571428571428,666.7142857142857,2009
DE13,2.5443886097152433,322.0,847.0,2009
DE14,2.1443573510199982,45.54838709677419,638.2258064516129,2009
DE21,38.92035398230089,425.8230088495575,757.8539823008849,2009
DE22,3.5858453473132355,106.42857142857139,282.8571428571429,2009
DE23,2.4710474124876654,7.206278026905831,395.4484304932735,2009
DE24,22.03976608187134,29.55087719298246,87.3543859649123,2009
DE25,3.372219170557538,9.753845097500689,598.2499999999999,2009
DE26,6.057536592961693,7.72383992525693,450.75,2009
DE27,2.432629502976352,33.348314606741575,670.9887640449438,2009
DE30,,,,2009
DE40,,,,2009
DE50,4.214650766609881,73.875,96.22316865417376,2009
DE60,,,,2009
DE71,25.019072095225205,29.495062897335316,1367.25,2009
DE72,1.5160994057266344,93.53333333333336,185.5666666666666,2009
DE73,2.0921294171638367,71.88412115649382,146.11587884350618,2009
DE80,,,,2009
DE91,13.298076923076925,466.3125,327.75,2009
DE92,9.86287593984962,70.59473684210526,299.72631578947374,2009
DE93,8.531250000000002,1216.5,420.5,2009
DE94,22.633333333333336,449.00000000000006,409.49999999999994,2009
DEA1,6926.999999999999,75.9041095890411,3368.0,2009
DEA2,5968.0,126.02631578947368,2946.0,2009
DEA3,60.736694677871164,161.96358543417367,251.656862745098,2009
DEA4,9.742724867724862,100.75,186.3055555555556,2009
DEA5,13.951994091580504,325.1418020679468,366.85819793205314,2009
DEB1,4.181221461187217,30.18749999999998,377.68750000000006,2009
DEB2,1.732608695652173,6.250000000000005,190.8125,2009
DEB3,6.34541146270425,70.08737720294219,831.9126227970578,2009
DEC0,2.0789534883720933,28.659999999999997,341.59999999999997,2009
DED2,3.748077792853911,256.81818181818187,439.72727272727275,2009
DED4,44.92063492063492,42.611111111111114,789.0,2009
DED5,5.0618556701030935,184.08247422680412,910.9175257731958,2009
DEE0,27.825819672131143,447.109375,613.125,2009
DEF0,,,,2009
DEG0,7.532196969696968,143.12499999999994,218.25000000000003,2009
DE11,32.775401069518665,523.4545454545456,1004.1818181818181,2010
DE12,10.180817610062892,1972.4999999999998,647.25,2010
DE13,0.0,1069.6666666666667,3262.0,2010
DE14,16.253164556962027,625.0000000000001,348.99999999999994,2010
DE21,39.0057739284921,918.2151898734176,367.2784810126583,2010
DE22,47.85801526717557,37.59312977099236,1848.0,2010
DE23,10.10126582278481,530.1250000000001,261.75,2010
DE24,5.29464285714286,356.6607142857142,173.83928571428572,2010
DE25,23.000000000000057,91.84615384615384,1287.0,2010
DE26,13.89855072463768,1633.0,1687.0,2010
DE27,69.99610136452242,309.3086419753086,202.83950617283952,2010
DE30,14.633870349060222,170.4242424242424,4030.0,2010
DE40,10.2076813655761,122.05405405405406,3517.0,2010
DE50,2.7903225806451606,51.38095238095237,211.5,2010
DE60,35.42307692307693,4347.0,1997.0,2010
DE71,19.829787234042556,4772.0,4862.0,2010
DE72,58.17460317460318,48.55555555555555,497.5,2010
DE73,70.97979797979797,95.46969696969698,182.77272727272728,2010
DE80,13.283018867924527,2313.0,598.5,2010
DE91,5.243902439024392,146.0,883.8780487804878,2010
DE92,11.303571428571425,420.0982142857141,202.40178571428598,2010
DE93,21.666666666666668,539.6,272.8333333333333,2010
DE94,64.75,790.0,1303.0,2010
DEA1,100.80357142857142,1585.5089285714284,3124.991071428571,2010
DEA2,145.83333333333331,1236.333333333333,2181.5,2010
DEA3,67.2072800808898,51.48837209302326,1620.255813953488,2010
DEA4,10.268115942028986,297.25,478.49999999999994,2010
DEA5,42.56428571428571,591.0571428571429,583.8571428571428,2010
DEB1,248.25000000000003,1014.9999999999999,341.0,2010
DEB2,,,,2010
DEB3,,,,2010
DEC0,,,,2010
DED2,17.30753968253968,66.16666666666667,2041.9999999999998,2010
DED4,25.490196078431374,177.44444444444446,659.2549019607844,2010
DED5,5.012711864406779,352.4194915254238,1245.5805084745764,2010
DEE0,1.2740277156906568,676.9485918641037,3694.0514081358965,2010
DEF0,,,,2010
DEG0,31.129814550641942,87.91868758915837,865.9757489300997,2010
DE11,13.05755395683453,2008.9999999999998,1013.6666666666666,2011
DE12,14.018749999999999,1498.5,3158.0,2011
DE13,18.42222222222222,785.0,782.0,2011
DE14,22.28942486085343,958.5,159.81818181818184,2011
DE21,49.86927223719676,318.0727762803235,1206.731805929919,2011
DE22,45.45192307692308,87.3076923076923,311.4230769230769,2011
DE23,40.499999999999986,67.99999999999999,380.00000000000006,2011
DE24,14.000000000000012,66.07142857142857,481.0,2011
DE25,15.086511627906983,65.03999999999999,336.99999999999994,2011
DE26,,,,2011
DE27,17.254237288135595,54.333333333333336,495.0,2011
DE30,18.149068322981364,2658.0,2894.0,2011
DE40,52.39310344827587,1044.905172413793,260.59999999999997,2011
DE50,53.125,90.5227272727273,102.24999999999999,2011
DE60,,,,2011
DE71,56.22413793103448,553.7413793103449,753.0172413793103,2011
DE72,7.426948051948051,138.9529220779221,129.85714285714286,2011
DE73,54.35454545454545,35.8939393939394,296.6666666666667,2011
DE80,,,,2011
DE91,8.17269076305221,534.0,1741.9999999999998,2011
DE92,16.8263888888889,75.78472222222223,895.2152777777777,2011
DE93,174.24025974025975,537.7499999999999,272.42857142857144,2011
DE94,352.13888888888886,433.625,756.7916666666666,2011
DEA1,45.22857142857142,86.72649572649573,3903.5,2011
DEA2,40.4921875,117.65,3182.6749999999997,2011
DEA3,11.292682926829269,66.33333333333343,1088.333333333333,2011
DEA4,9.885350318471337,46.5945945945946,1017.2027027027026,2011
DEA5,21.40789473684211,296.25,1021.2499999999999,2011
DEB1,7.779310344827586,35.849999999999994,776.5,2011
DEB2,2.993288590604027,11.018518518518517,309.0,2011
DEB3,23.599999999999998,140.88888888888889,1887.5,2011
DEC0,7.885714285714285,51.269230769230774,691.9999999999999,2011
DED2,68.25813692480362,140.91358024691357,169.55555555555557,2011
DED4,12.803199404761909,94.51785714285712,113.125,2011
DED5,7.014540418902544,86.05660377358491,298.20754716981133,2011
DEE0,30.531956735496557,2024.777777777778,421.4444444444445,2011
DEF0,98.92857142857147,1397.9999999999998,781.25,2011
DEG0,13.943551797040168,281.9473572938689,179.31585623678646,2011
DE11,23.71027131782946,624.625,443.125,2012
DE12,8.316037735849063,442.24999999999994,320.75000000000006,2012
DE13,243.75,302.0,707.0,2012
DE14,19.567593028732926,38.13989637305699,609.5,2012
DE21,10.791353383458645,314.00000000000006,1168.0,2012
DE22,3.6621711621711626,134.42857142857144,117.9285714285714,2012
DE23,4.086295283663705,52.81373889268627,137.43626110731375,2012
DE24,2.7503075030750304,168.8708487084871,174.12915129151293,2012
DE25,13.00526932084309,20.2248243559719,513.387587822014,2012
DE26,4.17317792646953,74.6252967839413,258.04136988272535,2012
DE27,16.027764537654914,19.69101525262154,661.0,2012
DE30,61.64049889948643,535.8620689655173,480.89655172413785,2012
DE40,158.24761904761905,117.0,516.2857142857142,2012
DE50,5.397814207650273,18.778688524590166,265.3333333333333,2012
DE60,138.99206349206352,262.2857142857143,1373.5,2012
DE71,327.2777777777778,457.16666666666663,386.30555555555554,2012
DE72,87.1,208.25,202.0,2012
DE73,134.875,1049.0,338.3333333333333,2012
DE80,157.95238095238096,464.0,150.28571428571428,2012
DE91,83.88888888888889,610.6666666666666,1311.5,2012
DE92,8.140298507462685,313.4,856.0,2012
DE93,78.3541666666667,96.6904761904762,801.6666666666666,2012
DE94,20.202668468164163,97.09677419354838,1266.6021505376343,2012
DEA1,103.40845070422532,656.3286384976527,819.1424100156494,2012
DEA2,,,,2012
DEA3,41.121126760563385,104.05352112676054,329.8,2012
DEA4,12.021276595744684,1664.0,262.82978723404256,2012
DEA5,22.750000000000046,3303.0,759.4999999999999,2012
DEB1,602.0,1162.0,102.8095238095238,2012
DEB2,,,,2012
DEB3,35.93636363636363,1053.7727272727273,1049.6136363636363,2012
DEC0,,,,2012
DED2,128.59799999999998,150.22,229.4,2012
DED4,,,,2012
DED5,68.11111111111111,399.6666666666667,418.1111111111111,2012
DEE0,78.68749999999997,418.33333333333337,1400.0,2012
DEF0,214.43928571428575,337.59999999999997,150.32500000000002,2012
DEG0,,,,2012
DE11,22.970044444444447,29.014044444444444,8983.0,2013
DE12,16.422598763094786,14.316388994067903,6047.0,2013
DE13,8.25,4540.285714285714,480.7142857142857,2013
DE14,10.132913324032089,6.0878749564004195,4001.0000000000005,2013
DE21,0.0,1067.0816326530612,1034.1836734693877,2013
DE22,5.305473856209151,141.50588235294114,292.4,2013
DE23,6.858208955223881,337.6723880597015,200.21268656716418,2013
DE24,10.20238095238095,225.75000000000003,197.5,2013
DE25,9.150375939849624,13.916869638885947,3763.0,2013
DE26,8.022222222222222,8.866666666666665,2707.0,2013
DE27,10.34389415963095,7.887892766994517,4190.0,2013
DE30,1171.0,214.25,3461.0,2013
DE40,584.4,201.63636363636365,2894.0,2013
DE50,,,,2013
DE60,,,,2013
DE71,20.853658536585364,103.0909090909091,8323.0,2013
DE72,11.63894324853229,39.909001956947165,2003.0,2013
DE73,7.591240875912408,236.30291970802918,2533.9999999999995,2013
DE80,625.4999999999999,53.0,1438.0,2013
DE91,734.6666666666667,0.0,3584.0,2013
DE92,,,,2013
DE93,,,,2013
DE94,94.6829268292683,3467.0,5213.0,2013
DEA1,51.688,977.3333333333328,5105.333333333334,2013
DEA2,44.70338983050848,788.8888888888889,7029.0,2013
DEA3,143.5,2803.9999999999995,2234.5,2013
DEA4,,,,2013
DEA5,18.72,4472.0,7061.0,2013
DEB1,9.124032471210118,36.992070983575616,2809.0,2013
DEB2,3.616,5.7445,1139.9999999999998,2013
DEB3,27.857142857142858,34.81467181467181,5820.0,2013
DEC0,9.547008547008547,7.720797720797721,2263.0,2013
DED2,91.21212121212125,423.33333333333326,748.5,2013
DED4,154.29999999999998,34.375,1503.625,2013
DED5,228.0,38.00000000000001,1588.0,2013
DEE0,1017.25,266.14285714285705,4094.0,2013
DEF0,79.8125,1511.5,668.6666666666666,2013
DEG0,13.250000000000002,1325.25,816.5,2013
DE11,91.13690476190476,183.64285714285714,1907.1785714285716,2014
DE12,39.36507936507936,320.66666666666663,1271.6666666666667,2014
DE13,20.862499999999997,799.5,675.6666666666667,2014
DE14,,,,2014
DE21,22.892215568862273,1881.6666666666665,2532.0,2014
DE22,52.13020833333332,115.58333333333333,592.2083333333334,2014
DE23,19.711538461538463,123.12500000000001,350.25,2014
DE24,7.153205661948376,26.199417152373023,272.0,2014
DE25,16.944444444444432,114.50000000000004,380.24999999999994,2014
DE26,5.862975391498881,181.41666666666663,305.5,2014
DE27,1320.0,2178.0,973.0,2014
DE30,,,,2014
DE40,45.27894736842106,560.2,700.25,2014
DE50,228.0,518.0,382.5,2014
DE60,,,,2014
DE71,48.17058823529412,389.20000000000005,603.9,2014
DE72,7.136363636363634,109.35714285714286,242.25,2014
DE73,6.9573170731707314,942.9999999999999,355.5,2014
DE80,46.06666666666666,272.8,243.33333333333331,2014
DE91,,,,2014
DE92,,,,2014
DE93,906.6666666666667,2119.0,1496.5,2014
DE94,62.71666666666667,1877.0,722.5,2014
DEA1,,,,2014
DEA2,,,,2014
DEA3,,,,2014
DEA4,,,,2014
DEA5,,,,2014
DEB1,11.193103448275863,1028.0,331.75,2014
DEB2,,,,2014
DEB3,26.647058823529413,271.19607843137254,1677.9019607843136,2014
DEC0,1479.0,486.5,176.0,2014
DED2,,,,2014
DED4,6.572254335260117,477.49999999999994,220.37499999999997,2014
DED5,,,,2014
DEE0,,,,2014
DEF0,,,,2014
DEG0,138.75,536.0,464.75,2014
DE11,,,,2015
DE12,,,,2015
DE13,,,,2015
DE14,,,,2015
DE21,,,,2015
DE22,15.513207547169811,337.90000000000003,174.70000000000002,2015
DE23,,,,2015
DE24,,,,2015
